exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score
74,30,rectangle,low,none,131.0,0.8972602739726028
71,211,rectangle,low,none,269.0,0.9087837837837838
67,154,rectangle,low,none,308.0,0.875
74,204,rectangle,low,none,91.0,0.91
74,110,rectangle,low,none,134.0,0.9241379310344827
74,5,rectangle,low,none,163.0,0.8716577540106952
74,96,rectangle,low,none,201.0,0.9013452914798207
74,181,rectangle,low,none,94.0,0.94
74,28,rectangle,low,none,247.0,0.8853046594982079
74,38,rectangle,low,none,199.0,0.9170506912442397
74,163,rectangle,low,none,136.0,0.8553459119496856
74,201,rectangle,low,none,107.0,0.8916666666666667
74,189,rectangle,low,none,160.0,0.8938547486033519
71,196,rectangle,low,none,571.0,0.9422442244224423
74,154,rectangle,low,none,322.0,0.9147727272727273
74,211,rectangle,low,none,262.0,0.8851351351351351
77,36,rectangle,low,none,324.0,0.9204545454545454
77,93,rectangle,low,none,323.0,0.9176136363636364
77,3,rectangle,low,none,326.0,0.9261363636363636
74,196,rectangle,low,none,575.0,0.9488448844884488
77,181,rectangle,low,none,321.0,0.9119318181818182
77,204,rectangle,low,none,330.0,0.9375
77,12,rectangle,low,none,319.0,0.90625
77,30,rectangle,low,none,316.0,0.8977272727272727
77,163,rectangle,low,none,324.0,0.9204545454545454
67,196,rectangle,low,none,549.0,0.905940594059406
77,110,rectangle,low,none,328.0,0.9318181818181818
77,201,rectangle,low,none,324.0,0.9204545454545454
78,12,rectangle,low,none,197.0,0.8454935622317596
78,3,rectangle,low,none,191.0,0.8197424892703863
77,96,rectangle,low,none,309.0,0.8778409090909091
77,5,rectangle,low,none,316.0,0.8977272727272727
77,189,rectangle,low,none,315.0,0.8948863636363636
78,36,rectangle,low,none,200.0,0.8583690987124464
78,5,rectangle,low,none,211.0,0.9055793991416309
77,28,rectangle,low,none,317.0,0.9005681818181818
78,93,rectangle,low,none,214.0,0.9184549356223176
77,38,rectangle,low,none,330.0,0.9375
78,30,rectangle,low,none,206.0,0.8841201716738197
78,204,rectangle,low,none,216.0,0.927038626609442
78,28,rectangle,low,none,263.0,0.942652329749104
78,181,rectangle,low,none,197.0,0.8454935622317596
64,196,rectangle,low,none,531.0,0.8762376237623762
78,163,rectangle,low,none,195.0,0.8369098712446352
78,110,rectangle,low,none,204.0,0.8755364806866953
78,38,rectangle,low,none,223.0,0.9570815450643777
78,201,rectangle,low,none,190.0,0.8154506437768241
78,189,rectangle,low,none,202.0,0.8669527896995708
78,96,rectangle,low,none,213.0,0.9141630901287554
79,36,rectangle,low,none,241.0,0.9128787878787878
79,3,rectangle,low,none,233.0,0.8825757575757576
