exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld,source_file
44,56,2,low,low,262.0,0.89419795221843,Java_low_results.csv
43,186,2,low,low,271.0,0.9344827586206896,Java_low_results.csv
43,179,2,low,low,339.0,0.8851174934725848,Java_low_results.csv
43,183,2,low,low,276.0,0.9517241379310344,Java_low_results.csv
44,65,2,low,low,278.0,0.9488054607508531,Java_low_results.csv
44,71,2,low,low,281.0,0.9590443686006824,Java_low_results.csv
43,182,2,low,low,352.0,0.88,Java_low_results.csv
43,176,2,low,low,467.0,0.9265873015873016,Java_low_results.csv
44,60,2,low,low,263.0,0.8594771241830066,Java_low_results.csv
44,67,2,low,low,269.0,0.9180887372013652,Java_low_results.csv
44,74,2,low,low,279.0,0.9522184300341296,Java_low_results.csv
44,78,2,low,low,252.0,0.8600682593856656,Java_low_results.csv
44,63,2,low,low,260.0,0.8873720136518771,Java_low_results.csv
44,94,2,low,low,277.0,0.9453924914675768,Java_low_results.csv
44,99,2,low,low,264.0,0.9010238907849828,Java_low_results.csv
44,101,2,low,low,272.0,0.9283276450511946,Java_low_results.csv
44,79,2,low,low,278.0,0.896774193548387,Java_low_results.csv
44,107,2,low,low,268.0,0.9146757679180888,Java_low_results.csv
44,77,2,low,low,330.0,0.8483290488431876,Java_low_results.csv
44,64,2,low,low,517.0,0.8733108108108109,Java_low_results.csv
44,104,2,low,low,287.0,0.9795221843003412,Java_low_results.csv
44,124,2,low,low,282.0,0.962457337883959,Java_low_results.csv
44,128,2,low,low,279.0,0.9522184300341296,Java_low_results.csv
44,138,2,low,low,277.0,0.9453924914675768,Java_low_results.csv
44,126,2,low,low,277.0,0.8683385579937304,Java_low_results.csv
44,140,2,low,low,267.0,0.9112627986348124,Java_low_results.csv
44,172,2,low,low,249.0,0.8498293515358362,Java_low_results.csv
44,164,2,low,low,272.0,0.9283276450511946,Java_low_results.csv
44,162,2,low,low,281.0,0.9590443686006824,Java_low_results.csv
44,180,2,low,low,244.0,0.8327645051194539,Java_low_results.csv
44,132,2,low,low,378.0,0.9242053789731052,Java_low_results.csv
44,179,2,low,low,332.0,0.8668407310704961,Java_low_results.csv
44,200,2,low,low,262.0,0.89419795221843,Java_low_results.csv
56,60,2,low,low,262.0,0.8562091503267973,Java_low_results.csv
56,63,2,low,low,219.0,0.8423076923076923,Java_low_results.csv
44,186,2,low,low,278.0,0.9488054607508531,Java_low_results.csv
56,65,2,low,low,133.0,0.910958904109589,Java_low_results.csv
44,183,2,low,low,279.0,0.9522184300341296,Java_low_results.csv
56,71,2,low,low,137.0,0.9383561643835616,Java_low_results.csv
56,67,2,low,low,154.0,0.9808917197452228,Java_low_results.csv
56,74,2,low,low,133.0,0.910958904109589,Java_low_results.csv
56,78,2,low,low,119.0,0.815068493150685,Java_low_results.csv
44,176,2,low,low,466.0,0.9246031746031746,Java_low_results.csv
44,182,2,low,low,373.0,0.9325,Java_low_results.csv
56,94,2,low,low,136.0,0.9315068493150684,Java_low_results.csv
56,101,2,low,low,149.0,0.9430379746835444,Java_low_results.csv
56,99,2,low,low,166.0,0.9595375722543352,Java_low_results.csv
56,77,2,low,low,334.0,0.8586118251928021,Java_low_results.csv
56,79,2,low,low,266.0,0.8580645161290322,Java_low_results.csv
56,107,2,low,low,198.0,0.9519230769230768,Java_low_results.csv
56,104,2,low,low,261.0,0.9190140845070424,Java_low_results.csv
56,64,2,low,low,525.0,0.8868243243243243,Java_low_results.csv
56,124,2,low,low,258.0,0.9052631578947368,Java_low_results.csv
56,138,2,low,low,148.0,0.9192546583850932,Java_low_results.csv
56,128,2,low,low,223.0,0.9176954732510288,Java_low_results.csv
56,126,2,low,low,284.0,0.890282131661442,Java_low_results.csv
56,140,2,low,low,181.0,0.8153153153153153,Java_low_results.csv
56,162,2,low,low,248.0,0.9393939393939394,Java_low_results.csv
56,172,2,low,low,157.0,0.9022988505747126,Java_low_results.csv
56,132,2,low,low,382.0,0.9339853300733496,Java_low_results.csv
56,164,2,low,low,207.0,0.8808510638297873,Java_low_results.csv
56,180,2,low,low,144.0,0.9113924050632912,Java_low_results.csv
56,200,2,low,low,155.0,0.8757062146892656,Java_low_results.csv
56,186,2,low,low,220.0,0.960698689956332,Java_low_results.csv
56,179,2,low,low,333.0,0.8694516971279374,Java_low_results.csv
56,183,2,low,low,244.0,0.8714285714285714,Java_low_results.csv
56,182,2,low,low,350.0,0.875,Java_low_results.csv
56,176,2,low,low,476.0,0.9444444444444444,Java_low_results.csv
60,65,2,low,low,295.0,0.9640522875816994,Java_low_results.csv
60,71,2,low,low,293.0,0.9575163398692812,Java_low_results.csv
60,74,2,low,low,287.0,0.937908496732026,Java_low_results.csv
60,78,2,low,low,261.0,0.8529411764705882,Java_low_results.csv
60,63,2,low,low,269.0,0.8790849673202614,Java_low_results.csv
60,67,2,low,low,283.0,0.9248366013071896,Java_low_results.csv
60,94,2,low,low,292.0,0.954248366013072,Java_low_results.csv
60,101,2,low,low,282.0,0.9215686274509804,Java_low_results.csv
60,99,2,low,low,283.0,0.9248366013071896,Java_low_results.csv
60,79,2,low,low,281.0,0.9064516129032258,Java_low_results.csv
60,107,2,low,low,277.0,0.9052287581699346,Java_low_results.csv
60,77,2,low,low,299.0,0.7686375321336761,Java_low_results.csv
60,104,2,low,low,291.0,0.9509803921568628,Java_low_results.csv
60,64,2,low,low,499.0,0.8429054054054054,Java_low_results.csv
60,138,2,low,low,286.0,0.934640522875817,Java_low_results.csv
60,124,2,low,low,278.0,0.9084967320261438,Java_low_results.csv
60,128,2,low,low,291.0,0.9509803921568628,Java_low_results.csv
60,126,2,low,low,302.0,0.9467084639498432,Java_low_results.csv
60,140,2,low,low,260.0,0.8496732026143791,Java_low_results.csv
60,162,2,low,low,295.0,0.9640522875816994,Java_low_results.csv
60,164,2,low,low,281.0,0.9183006535947712,Java_low_results.csv
60,172,2,low,low,249.0,0.8137254901960784,Java_low_results.csv
60,180,2,low,low,244.0,0.7973856209150327,Java_low_results.csv
60,132,2,low,low,382.0,0.9339853300733496,Java_low_results.csv
63,65,2,low,low,246.0,0.946153846153846,Java_low_results.csv
60,200,2,low,low,267.0,0.8725490196078431,Java_low_results.csv
60,186,2,low,low,285.0,0.931372549019608,Java_low_results.csv
60,179,2,low,low,323.0,0.8433420365535248,Java_low_results.csv
60,183,2,low,low,280.0,0.915032679738562,Java_low_results.csv
63,71,2,low,low,248.0,0.953846153846154,Java_low_results.csv
63,67,2,low,low,247.0,0.95,Java_low_results.csv
63,74,2,low,low,239.0,0.9192307692307692,Java_low_results.csv
60,182,2,low,low,354.0,0.885,Java_low_results.csv
63,78,2,low,low,227.0,0.8730769230769231,Java_low_results.csv
60,176,2,low,low,467.0,0.9265873015873016,Java_low_results.csv
63,94,2,low,low,238.0,0.9153846153846154,Java_low_results.csv
63,99,2,low,low,241.0,0.926923076923077,Java_low_results.csv
63,101,2,low,low,241.0,0.926923076923077,Java_low_results.csv
63,107,2,low,low,237.0,0.9115384615384616,Java_low_results.csv
63,79,2,low,low,266.0,0.8580645161290322,Java_low_results.csv
63,64,2,low,low,509.0,0.8597972972972973,Java_low_results.csv
63,77,2,low,low,317.0,0.8149100257069408,Java_low_results.csv
63,104,2,low,low,267.0,0.9401408450704224,Java_low_results.csv
63,124,2,low,low,259.0,0.9087719298245616,Java_low_results.csv
63,138,2,low,low,236.0,0.9076923076923076,Java_low_results.csv
63,128,2,low,low,245.0,0.9423076923076924,Java_low_results.csv
63,126,2,low,low,298.0,0.9341692789968652,Java_low_results.csv
63,140,2,low,low,209.0,0.8038461538461539,Java_low_results.csv
63,164,2,low,low,229.0,0.8807692307692307,Java_low_results.csv
63,172,2,low,low,223.0,0.8576923076923076,Java_low_results.csv
63,162,2,low,low,254.0,0.9621212121212122,Java_low_results.csv
63,180,2,low,low,222.0,0.8538461538461538,Java_low_results.csv
63,132,2,low,low,382.0,0.9339853300733496,Java_low_results.csv
63,200,2,low,low,212.0,0.8153846153846154,Java_low_results.csv
64,65,2,low,low,571.0,0.964527027027027,Java_low_results.csv
63,186,2,low,low,244.0,0.9384615384615383,Java_low_results.csv
63,179,2,low,low,334.0,0.8720626631853786,Java_low_results.csv
63,183,2,low,low,241.0,0.8607142857142858,Java_low_results.csv
63,182,2,low,low,347.0,0.8675,Java_low_results.csv
63,176,2,low,low,468.0,0.9285714285714286,Java_low_results.csv
64,71,2,low,low,573.0,0.9679054054054054,Java_low_results.csv
64,74,2,low,low,566.0,0.956081081081081,Java_low_results.csv
64,78,2,low,low,538.0,0.9087837837837838,Java_low_results.csv
64,67,2,low,low,562.0,0.9493243243243245,Java_low_results.csv
64,94,2,low,low,557.0,0.9408783783783784,Java_low_results.csv
64,101,2,low,low,560.0,0.945945945945946,Java_low_results.csv
64,99,2,low,low,556.0,0.9391891891891893,Java_low_results.csv
64,107,2,low,low,537.0,0.9070945945945946,Java_low_results.csv
64,79,2,low,low,499.0,0.8429054054054054,Java_low_results.csv
64,104,2,low,low,553.0,0.9341216216216216,Java_low_results.csv
64,124,2,low,low,526.0,0.8885135135135135,Java_low_results.csv
64,77,2,low,low,508.0,0.8581081081081081,Java_low_results.csv
64,128,2,low,low,554.0,0.9358108108108107,Java_low_results.csv
64,138,2,low,low,558.0,0.9425675675675677,Java_low_results.csv
64,126,2,low,low,518.0,0.875,Java_low_results.csv
64,140,2,low,low,515.0,0.8699324324324325,Java_low_results.csv
64,172,2,low,low,515.0,0.8699324324324325,Java_low_results.csv
64,162,2,low,low,556.0,0.9391891891891893,Java_low_results.csv
64,164,2,low,low,522.0,0.8817567567567568,Java_low_results.csv
64,132,2,low,low,545.0,0.920608108108108,Java_low_results.csv
64,180,2,low,low,521.0,0.8800675675675675,Java_low_results.csv
65,67,2,low,low,151.0,0.961783439490446,Java_low_results.csv
65,71,2,low,low,81.0,0.9101123595505618,Java_low_results.csv
65,74,2,low,low,94.0,0.94,Java_low_results.csv
65,78,2,low,low,87.0,0.925531914893617,Java_low_results.csv
65,77,2,low,low,368.0,0.9460154241645244,Java_low_results.csv
65,79,2,low,low,298.0,0.9612903225806452,Java_low_results.csv
65,94,2,low,low,116.0,0.8923076923076924,Java_low_results.csv
65,99,2,low,low,163.0,0.9421965317919077,Java_low_results.csv
65,101,2,low,low,146.0,0.9240506329113924,Java_low_results.csv
65,104,2,low,low,267.0,0.9401408450704224,Java_low_results.csv
65,107,2,low,low,189.0,0.908653846153846,Java_low_results.csv
65,124,2,low,low,267.0,0.936842105263158,Java_low_results.csv
65,126,2,low,low,301.0,0.9435736677115988,Java_low_results.csv
64,200,2,low,low,523.0,0.8834459459459459,Java_low_results.csv
65,128,2,low,low,227.0,0.934156378600823,Java_low_results.csv
65,138,2,low,low,148.0,0.9192546583850932,Java_low_results.csv
65,132,2,low,low,386.0,0.9437652811735942,Java_low_results.csv
64,179,2,low,low,528.0,0.8918918918918919,Java_low_results.csv
65,140,2,low,low,208.0,0.9369369369369368,Java_low_results.csv
65,172,2,low,low,158.0,0.9080459770114944,Java_low_results.csv
64,183,2,low,low,529.0,0.893581081081081,Java_low_results.csv
65,162,2,low,low,250.0,0.946969696969697,Java_low_results.csv
64,186,2,low,low,560.0,0.945945945945946,Java_low_results.csv
65,164,2,low,low,219.0,0.9319148936170212,Java_low_results.csv
65,180,2,low,low,148.0,0.9367088607594936,Java_low_results.csv
65,176,2,low,low,482.0,0.9563492063492064,Java_low_results.csv
65,186,2,low,low,216.0,0.9432314410480348,Java_low_results.csv
65,179,2,low,low,364.0,0.9503916449086162,Java_low_results.csv
65,200,2,low,low,162.0,0.9152542372881356,Java_low_results.csv
65,183,2,low,low,265.0,0.9464285714285714,Java_low_results.csv
65,182,2,low,low,382.0,0.955,Java_low_results.csv
67,71,2,low,low,148.0,0.9426751592356688,Java_low_results.csv
67,74,2,low,low,151.0,0.961783439490446,Java_low_results.csv
67,78,2,low,low,150.0,0.9554140127388536,Java_low_results.csv
67,94,2,low,low,148.0,0.9426751592356688,Java_low_results.csv
64,182,2,low,low,521.0,0.8800675675675675,Java_low_results.csv
64,176,2,low,low,558.0,0.9425675675675677,Java_low_results.csv
67,101,2,low,low,154.0,0.9746835443037974,Java_low_results.csv
67,99,2,low,low,152.0,0.8786127167630058,Java_low_results.csv
67,79,2,low,low,293.0,0.9451612903225808,Java_low_results.csv
67,77,2,low,low,364.0,0.93573264781491,Java_low_results.csv
67,107,2,low,low,195.0,0.9375,Java_low_results.csv
67,104,2,low,low,258.0,0.908450704225352,Java_low_results.csv
67,128,2,low,low,223.0,0.9176954732510288,Java_low_results.csv
67,138,2,low,low,159.0,0.9875776397515528,Java_low_results.csv
67,124,2,low,low,275.0,0.9649122807017544,Java_low_results.csv
67,126,2,low,low,306.0,0.9592476489028212,Java_low_results.csv
67,140,2,low,low,208.0,0.9369369369369368,Java_low_results.csv
67,164,2,low,low,225.0,0.9574468085106383,Java_low_results.csv
67,162,2,low,low,241.0,0.9128787878787878,Java_low_results.csv
67,132,2,low,low,383.0,0.9364303178484108,Java_low_results.csv
67,172,2,low,low,169.0,0.971264367816092,Java_low_results.csv
67,180,2,low,low,157.0,0.9936708860759492,Java_low_results.csv
71,74,2,low,low,95.0,0.95,Java_low_results.csv
71,78,2,low,low,93.0,0.9893617021276596,Java_low_results.csv
67,200,2,low,low,169.0,0.9548022598870056,Java_low_results.csv
67,186,2,low,low,195.0,0.851528384279476,Java_low_results.csv
71,94,2,low,low,120.0,0.9230769230769232,Java_low_results.csv
67,179,2,low,low,368.0,0.9608355091383812,Java_low_results.csv
67,183,2,low,low,268.0,0.9571428571428572,Java_low_results.csv
71,99,2,low,low,152.0,0.8786127167630058,Java_low_results.csv
71,77,2,low,low,374.0,0.961439588688946,Java_low_results.csv
67,182,2,low,low,384.0,0.96,Java_low_results.csv
67,176,2,low,low,463.0,0.9186507936507936,Java_low_results.csv
71,79,2,low,low,298.0,0.9612903225806452,Java_low_results.csv
71,101,2,low,low,141.0,0.8924050632911392,Java_low_results.csv
71,104,2,low,low,256.0,0.9014084507042254,Java_low_results.csv
71,107,2,low,low,193.0,0.9278846153846154,Java_low_results.csv
71,138,2,low,low,146.0,0.906832298136646,Java_low_results.csv
71,124,2,low,low,274.0,0.9614035087719298,Java_low_results.csv
71,128,2,low,low,220.0,0.9053497942386832,Java_low_results.csv
71,140,2,low,low,209.0,0.9414414414414416,Java_low_results.csv
71,126,2,low,low,305.0,0.9561128526645768,Java_low_results.csv
71,164,2,low,low,225.0,0.9574468085106383,Java_low_results.csv
71,162,2,low,low,239.0,0.9053030303030304,Java_low_results.csv
71,172,2,low,low,164.0,0.942528735632184,Java_low_results.csv
71,132,2,low,low,385.0,0.941320293398533,Java_low_results.csv
71,180,2,low,low,152.0,0.9620253164556962,Java_low_results.csv
74,78,2,low,low,93.0,0.93,Java_low_results.csv
71,186,2,low,low,207.0,0.9039301310043668,Java_low_results.csv
71,200,2,low,low,170.0,0.96045197740113,Java_low_results.csv
71,179,2,low,low,370.0,0.9660574412532638,Java_low_results.csv
71,183,2,low,low,270.0,0.9642857142857144,Java_low_results.csv
71,176,2,low,low,478.0,0.9484126984126984,Java_low_results.csv
71,182,2,low,low,386.0,0.965,Java_low_results.csv
74,94,2,low,low,119.0,0.9153846153846154,Java_low_results.csv
74,99,2,low,low,164.0,0.9479768786127168,Java_low_results.csv
74,101,2,low,low,138.0,0.8734177215189873,Java_low_results.csv
74,77,2,low,low,365.0,0.9383033419023136,Java_low_results.csv
74,79,2,low,low,292.0,0.9419354838709676,Java_low_results.csv
74,107,2,low,low,187.0,0.8990384615384616,Java_low_results.csv
74,104,2,low,low,247.0,0.8697183098591549,Java_low_results.csv
74,138,2,low,low,140.0,0.8695652173913043,Java_low_results.csv
74,124,2,low,low,268.0,0.9403508771929824,Java_low_results.csv
74,128,2,low,low,211.0,0.8683127572016461,Java_low_results.csv
74,126,2,low,low,304.0,0.9529780564263324,Java_low_results.csv
74,140,2,low,low,204.0,0.918918918918919,Java_low_results.csv
74,162,2,low,low,240.0,0.9090909090909092,Java_low_results.csv
74,132,2,low,low,385.0,0.941320293398533,Java_low_results.csv
74,172,2,low,low,168.0,0.9655172413793104,Java_low_results.csv
74,180,2,low,low,150.0,0.9493670886075948,Java_low_results.csv
74,164,2,low,low,215.0,0.9148936170212766,Java_low_results.csv
74,200,2,low,low,162.0,0.9152542372881356,Java_low_results.csv
74,186,2,low,low,206.0,0.8995633187772926,Java_low_results.csv
74,183,2,low,low,258.0,0.9214285714285714,Java_low_results.csv
74,179,2,low,low,365.0,0.9530026109660574,Java_low_results.csv
74,176,2,low,low,461.0,0.9146825396825397,Java_low_results.csv
74,182,2,low,low,376.0,0.94,Java_low_results.csv
77,78,2,low,low,342.0,0.8791773778920309,Java_low_results.csv
77,94,2,low,low,357.0,0.9177377892030848,Java_low_results.csv
77,99,2,low,low,357.0,0.9177377892030848,Java_low_results.csv
77,101,2,low,low,356.0,0.9151670951156812,Java_low_results.csv
77,107,2,low,low,352.0,0.9048843187660668,Java_low_results.csv
77,79,2,low,low,320.0,0.8226221079691517,Java_low_results.csv
77,104,2,low,low,360.0,0.9254498714652956,Java_low_results.csv
77,124,2,low,low,353.0,0.9074550128534704,Java_low_results.csv
77,138,2,low,low,359.0,0.922879177377892,Java_low_results.csv
77,126,2,low,low,342.0,0.8791773778920309,Java_low_results.csv
77,128,2,low,low,346.0,0.8894601542416453,Java_low_results.csv
77,140,2,low,low,321.0,0.8251928020565553,Java_low_results.csv
77,172,2,low,low,327.0,0.8406169665809768,Java_low_results.csv
77,164,2,low,low,346.0,0.8894601542416453,Java_low_results.csv
77,180,2,low,low,326.0,0.8380462724935732,Java_low_results.csv
77,162,2,low,low,364.0,0.93573264781491,Java_low_results.csv
77,132,2,low,low,397.0,0.9706601466992664,Java_low_results.csv
78,94,2,low,low,122.0,0.9384615384615383,Java_low_results.csv
78,79,2,low,low,269.0,0.867741935483871,Java_low_results.csv
78,99,2,low,low,162.0,0.9364161849710982,Java_low_results.csv
78,101,2,low,low,148.0,0.9367088607594936,Java_low_results.csv
77,200,2,low,low,326.0,0.8380462724935732,Java_low_results.csv
78,107,2,low,low,189.0,0.908653846153846,Java_low_results.csv
78,104,2,low,low,260.0,0.9154929577464788,Java_low_results.csv
77,179,2,low,low,339.0,0.87146529562982,Java_low_results.csv
77,186,2,low,low,362.0,0.9305912596401028,Java_low_results.csv
77,183,2,low,low,363.0,0.9331619537275064,Java_low_results.csv
78,124,2,low,low,250.0,0.8771929824561403,Java_low_results.csv
78,126,2,low,low,291.0,0.9122257053291536,Java_low_results.csv
78,138,2,low,low,138.0,0.8571428571428571,Java_low_results.csv
78,128,2,low,low,225.0,0.925925925925926,Java_low_results.csv
77,176,2,low,low,472.0,0.9365079365079364,Java_low_results.csv
78,140,2,low,low,182.0,0.8198198198198198,Java_low_results.csv
78,162,2,low,low,238.0,0.9015151515151516,Java_low_results.csv
