exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
73,141,vehicle,medium,none,0.9913658565443768,0.7514166097502051,0.988831483346994,0.8951996500892171,0.625,Java_medium_Java_none_results.csv
75,28,vehicle,medium,none,0.987911043101813,0.7446078171749999,0.9811086143289298,0.8758003168800704,0.6554945054945055,Java_medium_Java_none_results.csv
73,59,vehicle,medium,none,0.9906513320377052,0.6746160377552448,0.9880727165564234,0.9254092150782184,0.6628787878787878,Java_medium_Java_none_results.csv
75,93,vehicle,medium,none,0.9872150512333892,0.592293850015987,0.9802165683084748,0.8912960317138559,0.6296296296296298,Java_medium_Java_none_results.csv
75,3,vehicle,medium,none,0.9891357730404896,0.7200681974481616,0.9835538536238156,0.8867075099216236,0.637330754352031,Java_medium_Java_none_results.csv
72,154,vehicle,medium,none,0.9917272309216272,0.7318342515558525,0.989867473203632,0.930789392088826,0.736842105263158,Java_medium_Java_none_results.csv
75,30,vehicle,medium,none,0.9882586404978982,0.7084152570664253,0.9837010728801056,0.8905787256362873,0.6099033816425121,Java_medium_Java_none_results.csv
75,36,vehicle,medium,none,0.9881595419501928,0.7550159492334353,0.9840916285417068,0.8689477860304271,0.6342592592592593,Java_medium_Java_none_results.csv
72,196,vehicle,medium,none,0.990096848902428,0.7136399980998205,0.9890535909026228,0.8919955924940084,0.75,Java_medium_Java_none_results.csv
75,5,vehicle,medium,none,0.9891733443269,0.7417805799366808,0.9839064845220988,0.8595253724826003,0.629100529100529,Java_medium_Java_none_results.csv
73,12,vehicle,medium,none,0.992599732157896,0.7267528818250912,0.9907704748367376,0.9027775459451872,0.6485294117647058,Java_medium_Java_none_results.csv
73,211,vehicle,medium,none,0.993417457638446,0.6843840233965051,0.9910198601067636,0.9073277391457092,0.7027027027027026,Java_medium_Java_none_results.csv
75,204,vehicle,medium,none,0.9849542144478224,0.5781194315137304,0.9724149275134364,0.886179587500804,0.6,Java_medium_Java_none_results.csv
75,110,vehicle,medium,none,0.990697863148108,0.7593070998816189,0.9856890007609652,0.8679272986913845,0.6666666666666665,Java_medium_Java_none_results.csv
75,189,vehicle,medium,none,0.9879173016486616,0.6975686145707627,0.9824786394010112,0.892015444198791,0.6501610305958132,Java_medium_Java_none_results.csv
75,106,vehicle,medium,none,0.9881703068594316,0.703624206976111,0.9820793642579982,0.8910404613645517,0.5945945945945945,Java_medium_Java_none_results.csv
75,201,vehicle,medium,none,0.9891709162209256,0.6832324443522514,0.9831651779190652,0.8817490481010416,0.6430934656741109,Java_medium_Java_none_results.csv
75,181,vehicle,medium,none,0.9895670965492788,0.7211571921056115,0.9831094089673648,0.884582327146808,0.6666666666666667,Java_medium_Java_none_results.csv
75,216,vehicle,medium,none,0.9865847662088244,0.6835433853398464,0.9768801174661824,0.9079016744135464,0.5789473684210527,Java_medium_Java_none_results.csv
75,96,vehicle,medium,none,0.9898430712467772,0.7714238216503772,0.9850141841301092,0.8662449693873441,0.6129032258064516,Java_medium_Java_none_results.csv
75,163,vehicle,medium,none,0.9901958910080882,0.7873311851978345,0.9846914941734808,0.911549184224028,0.6363636363636364,Java_medium_Java_none_results.csv
75,116,vehicle,medium,none,0.9905519788338636,0.7908092750601465,0.986401638992658,0.9069704545756068,0.6666666666666666,Java_medium_Java_none_results.csv
75,59,vehicle,medium,none,0.9887192092175786,0.7106917588857875,0.9838755240568728,0.8987583870388705,0.6136363636363636,Java_medium_Java_none_results.csv
75,141,vehicle,medium,none,0.9891261690464176,0.7853804350087621,0.98533072227557,0.9283461439518028,0.6090831918505942,Java_medium_Java_none_results.csv
81,93,vehicle,medium,none,0.9901250205399073,0.5981912952811101,0.983436808467878,0.9076352143090756,0.6470588235294119,Java_medium_Java_none_results.csv
81,28,vehicle,medium,none,0.991288156319048,0.741501884151238,0.9871760677044716,0.942119706224109,0.625,Java_medium_Java_none_results.csv
75,211,vehicle,medium,none,0.991034555450628,0.7589880958592572,0.9866247427889896,0.915880908446838,0.6491228070175439,Java_medium_Java_none_results.csv
81,30,vehicle,medium,none,0.990941684181895,0.7170524159873435,0.9885925581985076,0.9415902226082072,0.6666666666666667,Java_medium_Java_none_results.csv
81,5,vehicle,medium,none,0.9923507196170293,0.7664877367567031,0.988874010714533,0.9463089187070248,0.6799999999999999,Java_medium_Java_none_results.csv
81,3,vehicle,medium,none,0.9922027843871162,0.7527942785550535,0.9886534227911082,0.8590949786496005,0.6715686274509804,Java_medium_Java_none_results.csv
81,36,vehicle,medium,none,0.9912324747534768,0.656045851265721,0.9881754154587222,0.9236465947231016,0.6666666666666666,Java_medium_Java_none_results.csv
